,SERIES_NAME,TOTAL_LIABILITIES
2044,Hotchkis and Wiley Mid-Cap Value Fund,14189748.11
2045,DoubleLine Low Duration Bond Fund,48569599.21
2046,Transamerica Morgan Stanley Capital Growth VP,161194872.82
2047,VANGUARD GROWTH AND INCOME FUND,15251653.14
2048,LVIP Dimensional U.S. Equity Managed Volatility Fund,408169677.4
2049,iShares Russell 3000 ETF,251629689.61
2050,Fidelity Capital and Income Fund,87019813.85
2051,Carillon Reams Unconstrained Bond Fund,215026730.31
2052,Select Bond Trust,95482734
2053,SPDR(R) Portfolio TIPS ETF,190889384.94
2054,"T. Rowe Price Tax-Free Income Fund, Inc.",10517305.33
2055,Brown Advisory Growth Equity Fund,16458336.87
2056,"Cohen & Steers Low Duration Preferred and Income Fund, Inc.",18818951.78
2057,JPMorgan Hedged Equity 3 Fund,53348277.92
2058,MassMutual Overseas Fund,12189511.48
2059,Inflation Protected Fund,25932499.3
2060,Eaton Vance Short Duration Government Income Fund,1805958232.92
2061,T. Rowe Price U.S. Treasury Intermediate Index Fund,32776338.2
2062,Lord Abbett Short Duration Income Fund,2034370927.75
2063,Goldman Sachs U.S. Mortgages Fund,170704708.75
2064,BlackRock Enhanced Equity Dividend Trust,58295638.37
2065,Ginnie Mae Fund,24160282.06
2066,THRIVENT OPPORTUNITY INCOME PLUS PORTFOLIO,15255609.83
2067,College Retirement Equities Fund - Inflation-Linked Bond Account,37637019
2068,Invesco Russell 1000 Dynamic Multifactor ETF,238761115.38
2069,Columbia Contrarian Core Fund,42305173.16
2070,Ellsworth Growth & Income Fund Ltd,56018611.03
2071,VOYA GNMA INCOME FUND,385693223.59
2072,Invesco Global Strategic Income Fund,177194890.51
2073,JPMorgan BetaBuilders Japan ETF,41678578.64
2074,THRIVENT OPPORTUNITY INCOME PLUS FUND,22576729.76
2075,SoFi Next 500 ETF,18259061.17
2076,MFS Diversified Income Fund,36262703.03
2077,EATON VANCE CALIFORNIA MUNICIPAL BOND FUND,140587127.52
2078,AB SUSTAINABLE INTERNATIONAL THEMATIC FUND INC,17750321.31
2079,American Funds Strategic Bond Fund,8869876725.37
2080,JNL/Invesco Diversified Dividend Fund,15959991.34
2081,Federated Hermes Kaufmann Fund,128444853.19
2082,VANGUARD GROWTH INDEX FUND,22185305.02
2083,Invesco Technology Fund,66662319.69
2084,Global Opportunities Portfolio,1553303551.67
2085,"BlackRock MuniHoldings New Jersey Quality Fund, Inc.",444738405.88
2086,BlackRock LifePath Dynamic 2040 Fund,19969833.33
2087,MassMutual Select T. Rowe Price Large Cap Blend Fund,19437121.14
2088,THRIVENT GOVERNMENT BOND FUND,15532400.13
2089,Franklin Managed Income Fund,10109411.42
2090,Allspring Core Plus Bond Fund,449110579.86
2091,iShares S&P Mid-Cap 400 Growth ETF,497662168.85
2092,Invesco Income Fund,70168951.16
2093,Franklin Floating Rate Master Series,28841534.24
2094,Delaware Diversified Income Fund,42190515.34
2095,Putnam VT Income Fund,214452367.9
2096,"BlackRock MuniYield New York Quality Fund, Inc.",271852529.12
2097,Invesco Municipal Income Opportunities Trust,88700096.1
2098,VIP Index 500 Portfolio,158469548.67
2099,iShares iBonds 2025 Term High Yield and Income ETF,49877348.41
2100,VANGUARD GLOBAL WELLESLEY INCOME FUND,23302979.43
2101,Six Circles Tax Aware Ultra Short Duration Fund,18680563.71
2102,SPDR Portfolio Intermediate Term Corporate Bond ETF,329213906.44
2103,"OFS Credit Company, Inc.",68254764.08
2104,Reaves Utility Income Fund,529099718.73
2105,Meridian Hedged Equity Fund,21394740.36
2106,"T. Rowe Price Short-Term Bond Fund, Inc.",45453337.03
2107,International Equity Index Fund,12819909.7
2108,EQ/AB Small Cap Growth Portfolio,49620777.73
2109,Fidelity Growth Company Fund,438080234.53
2110,Empower Global Bond Fund,201823851.44
2111,First Trust Energy Infrastructure Fund,71465348.91
2112,Floating Rate Income Portfolio,76971501.22
2113,JPMorgan Floating Rate Income Fund,13983332.53
2114,JPMorgan Investor Growth & Income Fund,13923066.04
2115,SDIT GNMA FUND,22833628.99
2116,Invesco International Small-Mid Company Fund,69479327.89
2117,iCapital KKR Private Markets Fund,53009597.17
2118,Calvert Core Bond Fund,75774515.84
2119,T. Rowe Price Overseas Stock Fund,711191205.04
2120,NXG Cushing Midstream Energy Fund,28780577.01
2121,Fidelity International Index Fund,203861710
2122,Cboe Vest US Large Cap 10% Buffer Strategies Fund,21482362.18
2123,Fidelity Short-Term Bond Index Fund,30715879.67
2124,NVIT GS International Equity Insights Fund,19219258.59
2125,VANGUARD LONG-TERM INVESTMENT-GRADE FUND,123333598.75
2126,Short Duration Bond Portfolio,18202419.75
2127,Driehaus Emerging Markets Growth Fund,121689035.37
2128,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,250022753.92
2129,iShares Russell Mid-Cap Index Fund,137497707.71
2130,Lazard Global Listed Infrastructure Portfolio,39926297.29
2131,PRIMECAP Odyssey Stock Fund,15919762.59
2132,Invesco S&P Global Water Index ETF,96045139.4
2133,Invesco Active Allocation Fund,37328401.5
2134,JPMorgan U.S. Quality Factor ETF,38280788.1
2135,MassMutual Select T. Rowe Price Bond Asset Fund,333488591.11
2136,MainStay MacKay Short Duration High Yield Fund,11602851.2
2137,Western Asset Corporate Bond Fund,57164790.33
2138,"BlackRock MuniAssets Fund, Inc.",196352736.9
2139,MassMutual High Yield Fund,21414573.87
2140,GuideMark Large Cap Core Fund,100401503.69
2141,Dunham Long/Short Credit Fund,15437473.3
2142,T. Rowe Price Multi-Strategy Total Return Fund,21846537.62
2143,BlackRock Global Equity Absolute Return Fund,10824558.13
2144,DWS Enhanced Commodity Strategy Fund,50354936.48
2145,Value Fund,23783954.26
2146,SPDR(R) S&P(R) CHINA ETF,26831161.36
2147,EQ/Janus Enterprise Portfolio,24187859.97
2148,First Trust Enhanced Short Maturity ETF,120387485.48
2149,Brighthouse/Templeton International Bond Portfolio,24173483.25
2150,College Retirement Equities Fund - Stock Account,1955925343
2151,ACAP Strategic Fund,4551401932.33
2152,JPMorgan Value Advantage Fund,120873600.36
2153,Nuveen Minnesota Quality Municipal Income Fund,50102556
2154,TCW Emerging Markets Income Fund,83507808.75
2155,Gotham Enhanced Return Fund,344494464.14
2156,ON Risk Managed Balanced Portfolio,55192676.67
2157,Invesco S&P MidCap Quality ETF,105941693.84
2158,iShares U.S. Oil & Gas Exploration & Production ETF,10461223.81
2159,AB Limited Duration High Income Portfolio,11147338.08
2160,U.S. Small Cap Growth Portfolio,299410700.59
2161,Invesco Intermediate Term Municipal Income Fund,31386207.78
2162,SPDR SSGA Fixed Income Sector Rotation ETF,12511248.88
2163,iShares U.S. Equity Factor ETF,23009875.79
2164,VY(R) T. ROWE PRICE GROWTH EQUITY PORTFOLIO,24000716.99
2165,Western Asset Total Return Unconstrained Fund,17182458.09
2166,JPMorgan Mid Cap Value Fund,120316307.26
2167,Transamerica Bond,121099252.33
2168,Opportunistic Fixed Income Trust,37347993.43
2169,THE HARTFORD TOTAL RETURN BOND FUND,1036665117.3
2170,SkyBridge Multi-Adviser Hedge Fund Portfolios LLC,67343139.27
2171,WAYCROSS LONG/SHORT EQUITY FUND,35559043.37
2172,Invesco S&P SmallCap 600 Equal Weight ETF,11345734.14
2173,Managed Volatility Balanced Portfolio,21064090.83
2174,THRIVENT MODERATELY CONSERVATIVE ALLOCATION FUND,47004465.72
2175,SPDR(R) Nuveen Bloomberg Municipal Bond ETF,39307888.76
2176,INV CORP SMALL CAP GROWTH,11042551.01
2177,Invesco Dynamic Media ETF,10679801.94
2178,Invesco Global Core Equity Fund,37612236.4
2179,WisdomTree Japan Hedged Equity Fund,114030429.92
2180,MFS INVESTMENT GRADE MUNICIPAL TRUST,49963165.81
2181,JNL Mid Cap Index Fund,20606973.04
2182,Shenkman Capital Short Duration High Income Fund,27236771.9
2183,,381095728.26
2184,FT Cboe Vest U.S. Equity Enhance & Moderate Buffer ETF - June,16918055.32
2185,MML Inflation-Protected and Income Fund,10673214.72
2186,American Funds 2030 Target Date Retirement Fund,29916315.99
2187,Flat Rock Opportunity Fund,104858644.78
2188,Invesco FTSE RAFI Emerging Markets ETF,41484697.99
2189,American Funds 2055 Target Date Retirement Fund,18179305.69
2190,SIIT SMALL/MID CAP FUND,15347154.7
2191,Old Westbury Large Cap Strategies Fund,21765173.42
2192,iShares MSCI Denmark ETF,17546947.51
2193,Stone Ridge Diversified Alternatives Fund,35792681.71
2194,TIAA-CREF Emerging Markets Debt Fund,13225089
2195,VANGUARD MID-CAP INDEX FUND,823422412.27
2196,iShares MSCI Emerging Markets ETF,1432413897.64
2197,Schwab U.S. Mid-Cap ETF,58559644.65
2198,PGIM Core Ultra Short Bond Fund,77841391.7
2199,Invesco NASDAQ Next Gen 100 ETF,75514372.1
2200,Aperture Discover Equity Fund,36160333.93
2201,BlackRock Equity Dividend Fund,109630619.25
2202,Invesco Zacks Multi-Asset Income ETF,14320438.35
2203,Invesco V.I. American Franchise Fund,102250618.58
2204,GQG Partners Emerging Markets Equity Fund,113409692.34
2205,Invesco Global Clean Energy ETF,68960633.67
2206,DIAMOND HILL CORE BOND FUND,40176542.26
2207,Invesco V.I. American Value Fund,12174209.03
2208,ProShares Long Online/Short Stores ETF,12384802.41
2209,JNL/PIMCO Real Return Fund,1251498547.12
2210,"T. Rowe Price Floating Rate Fund, Inc.",121567298.99
2211,VANGUARD LONG-TERM BOND INDEX FUND,20943770.12
2212,SPDR(R) S&P(R) Homebuilders ETF,12512810.01
2213,Franklin Mutual Global Discovery Fund,76916480.16
2214,1290 VT GAMCO Mergers & Acquisitions Portfolio,11861003.84
2215,PGIM Jennison Global Opportunities Fund,90247827.63
2216,Empower Core Strategies: International Equity Fund,45393798.32
2217,Blackstone Long-Short Credit Income Fund,126468210.07
2218,AST ClearBridge Dividend Growth Portfolio,35929019.62
2219,Metropolitan West Flexible Income Fund,118892759.93
2220,Fidelity Advisor Strategic Income Fund,644036260.59
2221,First Trust Long Duration Opportunities ETF,14557799.02
2222,ProShares Short 20+ Year Treasury,143968314.05
2223,The Industrial Select Sector SPDR Fund,247509120.39
2224,HCM Defender 100 Index ETF,10218792.4
2225,Nuveen AMT-Free Municipal Credit Income Fund,1980477566
2226,THRIVENT MODERATELY AGGRESSIVE ALLOCATION FUND,43216295.88
2227,BlackRock Advantage Small Cap Growth Fund,24477337.45
2228,ETFMG Alternative Harvest ETF,105336542.23
2229,SA International Value Fund,49149079.6
2230,VANGUARD LIMITED-TERM TAX-EXEMPT FUND,497973459.22
2231,iShares Russell 2000 Value ETF,1060174379.99
2232,"Invesco QQQ Trust, Series 1",391393248.19
2233,American Mutual Fund,180336057.44
2234,Goldman Sachs MLP Energy Infrastructure Fund,60181546.99
2235,LargeCap Value Fund III,19484761.9
2236,US Treasury 3 Month Bill ETF,13485992.76
2237,iShares MSCI Singapore ETF,62395592.06
2238,WisdomTree Emerging Markets SmallCap Dividend Fund,94303534.93
2239,VanEck Mortgage REIT Income ETF,15550520.18
2240,Cromwell Marketfield L/S Fund,53361275.42
2241,BlackRock Sustainable Balanced Portfolio,27646352.5
2242,Nuveen New Jersey Quality Municipal Income Fund,350079989
2243,THE EMERGING MARKETS SMALL CAP SERIES,116290917.28
2244,Allspring Core Bond Portfolio,244073481.71
2245,Fidelity Series Large Cap Stock Fund,195255749.58
2246,BlackRock Credit Strategies Fund,86218540.84
2247,Invesco Investment Grade Defensive ETF,14044686.52
2248,Invesco S&P SmallCap Industrials ETF,14642612.58
2249,Global Opportunities Portfolio,652732656.23
2250,JP Morgan Access Multi-Strategy Fund LLC,15656189
2251,JPMorgan Unconstrained Debt Fund,30205986.8
2252,Invesco BulletShares 2024 Corporate Bond ETF,228239425.03
2253,Pioneer Strategic Income Fund,361817946.51
2254,abrdn Income Credit Strategies Fund,151729400.89
2255,Schwab Tax-Free Bond Fund,17478634.6
2256,iShares iBoxx $ High Yield Corporate Bond ETF,5925532280.53
2257,Payden GNMA Fund,23590864.54
2258,,295877742.94
2259,Destinations Low Duration Fixed Income Fund,20529281.5
2260,Wedbush ETFMG Video Game Tech ETF,13072632.74
2261,BNY Mellon Municipal Opportunities Fund,14095617.49
2262,PGIM Quant Solutions Large-Cap Core Fund,54620489.87
2263,Fidelity High Income Central Fund,11120974.15
2264,Hartford Total Return Bond ETF,338874371.86
2265,"T. Rowe Price Global Multi-Sector Bond Fund, Inc.",50044501.15
2266,Invesco S&P Midcap 400 Pure Value ETF,51128427.08
2267,THRIVENT MODERATELY CONSERVATIVE ALLOCATION PORTFOLIO,244370915.71
2268,Franklin Global Market Neutral Fund,35467129.67
2269,Invesco S&P MidCap Low Volatility ETF,82411961.23
2270,CBRE Global Real Estate Portfolio,89061561.07
2271,The Utilities Select Sector SPDR Fund,61387856.97
2272,Sierra Tactical All Asset Fund,14471712.62
2273,Multimanager Lifestyle Conservative Portfolio,13502008.45
2274,Goldman Sachs Managed Futures Strategy Fund,66475867.45
2275,VanEck Semiconductor ETF,197335523.04
2276,iShares Short Treasury Bond ETF,3477690801.85
2277,Putnam Large Cap Value Fund,100764947.07
2278,Invesco V.I. Core Equity Fund,56858909.54
2279,High Income Fund,16840081.11
2280,VANGUARD SHORT-TERM TREASURY FUND,75450258.87
2281,MFS MULTIMARKET INCOME TRUST,101833567.42
2282,MainStay CBRE Global Infrastructure Fund,73029699.96
2283,AIP Alternative Lending Fund A,1409771644.79
2284,LVIP Multi-Manager Global Equity Managed Volatility Fund,74153870.42
2285,THE HARTFORD MUNICIPAL OPPORTUNITIES FUND,10870590.1
2286,MVP Private Markets Fund,29223132.61
2287,Fidelity International Real Estate Fund,12378977.29
2288,Matthews Asia Growth Fund,12076133.76
2289,SIMT Tax-Managed Large Cap Fund,20357285.31
2290,Eaton Vance National Municipal Opportunities Trust,40756843.7
2291,Invesco Fundamental Alternatives Fund,17104798.78
2292,"BlackRock Large Cap Focus Value Fund, Inc.",26212294.01
2293,Pacer Trendpilot 100 ETF,19925797.47
2294,Transamerica Morgan Stanley Global Allocation VP,272766576.78
2295,Core Bond Portfolio,99645779.45
2296,Alpha Architect 1-3 Month Box ETF,12961739.6
2297,PIMCO Low Duration ESG Fund,138907928.99
2298,Xtrackers MSCI EAFE Hedged Equity ETF,275745314.62
2299,PIMCO Low Duration Portfolio,116912139.46
2300,Eaton Vance Tax-Managed Diversified Equity Income Fund,19339696.79
2301,PIMCO High Yield Fund,70613514.88
2302,Eaton Vance National Municipal Income Fund,93025031.38
2303,Avantis Core Fixed Income ETF,100683975.54
2304,BlackRock Unconstrained Equity Fund,14795166.63
2305,AZL T Rowe Price Capital Appreciation Fund,14477042.87
2306,PIMCO Low Duration Fund,2133361602.59
2307,DIAMOND HILL LARGE CAP FUND,270981671.5
2308,iShares U.S. Financials ETF,11126513.43
2309,Invesco BuyBack AchieversTM ETF,97812523.19
2310,VANGUARD TOTAL WORLD STOCK INDEX FUND,192863651.23
2311,AST Large-Cap Growth Portfolio,354004690.43
2312,Alpha Architect Value Momentum Trend ETF,35885018.39
2313,THE HARTFORD GROWTH OPPORTUNITIES FUND,92873946.34
2314,SPDR(R) S&P(R) CHINA ETF,43131260.67
2315,Transamerica JPMorgan Tactical Allocation VP,79833972.5
2316,Fidelity SAI U.S. Low Volatility Index Fund,58957622.6
2317,Invesco SteelPath MLP Alpha Fund,11160489.55
2318,The Emerging Markets Portfolio,58511760.78
2319,iShares Core S&P 500 ETF,2754817271.47
2320,Impax Large Cap Fund,19932028.95
2321,Invesco V.I. Technology Fund,13828317.51
2322,American Funds Emerging Markets Bond Fund,288744072.68
2323,Diversified Real Asset Fund,58454303.14
2324,Janus Henderson Short Duration Income ETF,16942272.41
2325,BATS: Series E Portfolio,10362356.64
2326,ETFMG U.S. Alternative Harvest ETF,11873223.92
2327,Hotchkis and Wiley Value Opportunities Fund,27151436.91
2328,Virtus Newfleet Low Duration Core Plus Bond Fund,19694078.21
2329,Columbia Limited Duration Credit Fund,11421357.54
2330,Simplify Managed Futures Strategy ETF,33302473.19
2331,Harding Loevner Emerging Markets Portfolio,10517231.98
2332,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,14419778.78
2333,Pacer Lunt Large Cap Alternator ETF,84424118.95
2334,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,12374817.13
2335,MainStay Winslow Large Cap Growth Fund,291840103.59
2336,Select Consumer Discretionary Portfolio,16483393.35
2337,iShares MSCI Global Metals & Mining Producers ETF,54442779.38
2338,Brookfield Real Assets Income Fund Inc.,370092357.23
2339,SIIT LIMITED DURATION BOND FUND,130890960.14
2340,Victory Core Plus Intermediate Bond Fund,43485158.17
2341,Western Asset SMASh Series M Fund,144298868.9
2342,Fidelity Trend Fund,18205759.27
2343,Advantage CoreAlpha Bond Master Portfolio,157793748
2344,SPDR Bloomberg Short Term High Yield Bond ETF,351417359.42
2345,Nuveen Ohio Municipal Bond Fund,11990164
2346,Fidelity Fund,10116936.51
2347,Clough Global Dividend and Income Fund,82349477.46
2348,Fidelity Series Intrinsic Opportunities Fund,121521277.8
2349,MFS Global Real Estate Fund,17970997.77
2350,Brown Advisory Sustainable Bond Fund,62516938.86
2351,MEDIUM-DURATION BOND FUND,542000248.96
2352,Transamerica Unconstrained Bond,98639503.78
2353,ProShares UltraShort Dow30,18560750.51
2354,JPMorgan BetaBuilders International Equity ETF,76840116.91
2355,Columbia Intermediate Duration Municipal Bond Fund,12587341.47
2356,AXS 1.25X NVDA Bear Daily ETF,64027891.95
2357,BlackRock Global Equity Market Neutral Fund,52494152.53
2358,PGIM Jennison Blend Fund,82992445.85
2359,Invesco Value Opportunities Fund,77266158.31
2360,GMO International Equity Fund,56255722.33
2361,Opportunity Trust,198862989.18
2362,Pacer Lunt Large Cap Alternator ETF,31322762.16
2363,Calvert Global Water Fund,10247549.35
2364,RIVERPARK SHORT TERM HIGH YIELD FUND,58520765.39
2365,Invesco Select Risk: Moderate Investor Fund,47927919.89
2366,THRIVENT SMALL CAP STOCK FUND,21567097.01
2367,Xtrackers Low Beta High Yield Bond ETF,42247657.63
2368,AAM Low Duration Preferred and Income Securities ETF,14654008.44
2369,Vert Global Sustainable Real Estate Fund,24636397.68
2370,Invesco Preferred ETF,143478398.16
2371,iShares U.S. Consumer Discretionary ETF,26783686.35
2372,Global Secured Options Portfolio,55065990.69
2373,iShares MSCI World ETF,34004912.56
2374,American Funds Mortgage Fund,5566791485.97
2375,SDIT Short Duration Government Fund,190087074.92
2376,AllianzIM U.S. Large Cap Buffer20 Apr ETF,17604712.1
2377,Asset Allocation Fund,2075884764.6
2378,NVIT Loomis Short Term Bond Fund,24072608.32
2379,Direxion Daily S&P Biotech Bear 3X Shares,23275884.19
2380,Berkshire Focus Fund,16053195.33
2381,MFS Global Tactical Allocation Portfolio,10360566.34
2382,First Trust Global Tactical Commodity Strategy Fund,92910491.12
2383,Transamerica BlackRock iShares Edge 40 VP,28293252.36
2384,T. Rowe Price Large-Cap Value Fund,36685986.21
2385,ProShares UltraPro Dow30,345478109.92
2386,THRIVENT AGGRESSIVE ALLOCATION FUND,18385911.2
2387,Invesco Global Real Estate Fund,12096012.27
2388,MFS Global Tactical Allocation Portfolio,13966460.3
2389,NEW AMERICA HIGH INCOME FUND INC,84406224.11
2390,Tax-Exempt Intermediate-Term Fund,20714897.84
2391,"T. Rowe Price Health Sciences Fund, Inc.",18040493.12
2392,LVIP American Global Growth Allocation Managed Risk Fund,1349425194.02
2393,Invesco Dynamic Biotechnology & Genome ETF,37426103.44
2394,Performance Trust Strategic Bond Fund,15004130.89
2395,Invesco Capital Appreciation Fund,168987289.87
2396,iShares Core S&P U.S. Growth ETF,129005771.16
2397,Nuveen Intermediate Duration Municipal Bond Fund,53922481
2398,RIVERPARK LONG/SHORT OPPORTUNITY FUND,18888163.76
2399,"Partners Group Private Equity (Master Fund), LLC",78157559.73
2400,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,146560409.99
2401,,2224990111
2402,MFS Government Securities Fund,43091656.53
2403,Main Sector Rotation ETF,23116337.23
2404,BlackRock GA Disciplined Volatility Equity Fund,11986577.6
2405,FPA Crescent Fund,33830653.32
2406,RiverNorth/DoubleLine Strategic Opportunity Fund Inc.,124265678.82
2407,GuideMark Core Fixed Income Fund,38712679.63
2408,The Technology Select Sector SPDR Fund,131698164.38
2409,Transamerica Large Growth,18491034.42
2410,Nuveen High Yield Municipal Bond Fund,6612512589
2411,Oakmark Fund,51546820.53
2412,Miller/Howard High Income Equity Fund,68277515.2
2413,AdvisorShares Ranger Equity Bear ETF,124724079.61
2414,iShares U.S. Long Government Bond Index Fund,1147705544.31
2415,Invesco DWA SmallCap Momentum ETF,84882430.63
2416,High Yield Bond Fund,24196094.98
2417,Metropolitan West Ultra Short Bond Fund,43984999.46
2418,WCM Focused Emerging Markets Fund,16217172.58
2419,SPDR(R) S & P 600 Small Cap Growth ETF,156999399.33
2420,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,69176974.61
2421,PGIM Balanced Fund,37922253.31
2422,Delaware Ivy Small Cap Growth Fund,11457323.11
2423,PMC Diversified Equity Fund,289115614.26
2424,AB HIGH INCOME FUND INC,83559495.77
2425,Fidelity Series Investment Grade Securitized Fund,331290514.22
2426,"T. Rowe Price Corporate Income Fund, Inc.",13863634.78
2427,VANGUARD INTERMEDIATE-TERM CORPORATE BOND INDEX FUND,187347245.1
2428,EQ/Large Cap Core Managed Volatility Portfolio,59510273.06
2429,Keystone Private Income Fund,87979590.52536
2430,ProShares UltraShort FTSE China 50,41821999.28
2431,LVIP PIMCO Low Duration Bond Fund,45431250.04
2432,Fidelity Corporate Bond Fund,22806575.15
2433,GuidePath Multi-Asset Income Allocation Fund,19158679
2434,Parametric Commodity Strategy Fund,10790114.32
2435,Putnam Global Income Trust,116308397.96
2436,EQ/Core Plus Bond Portfolio,12506434.27
2437,Fidelity Freedom 2040 Fund,13609336.51
2438,DFA Global Real Estate Securities Portfolio,328289854.75
2439,SPDR(R) S&P(R) Dividend ETF,482052190.11
2440,Invesco Zacks Multi-Asset Income ETF,14550009.4
2441,Transamerica Multi-Managed Balanced VP,162871934.38
2442,SPDR Portfolio S&P 500 Value ETF,47514384.96
2443,American Funds Short-Term Tax-Exempt Bond Fund,33527036.25
2444,Fidelity Advisor Mortgage Securities Fund,868069377.32
2445,SIIT U.S. Equity Factor Allocation Fund,20525957.11
2446,Fidelity Contrafund K6,77266905.98
2447,Pear Tree Polaris Foreign Value Fund,14331634
2448,Nuveen Mortgage and Income Fund,10691768
2449,BNY Mellon Core Bond ETF,20446960.81
2450,State Street Target Retirement 2040 Fund,47518838.15
2451,Western Asset Premier Bond Fund,49077120.49
2452,WESTWOOD ALTERNATIVE INCOME FUND,36490621.53
2453,Invesco EQV Emerging Markets All Cap Fund,35153186.68
2454,Eaton Vance Total Return Bond Fund,84262365.57
2455,Pioneer Short Term Income Fund,10167664.48
2456,Dimensional Short-Duration Fixed Income ETF,19102500.11
2457,iShares U.S. Oil Equipment & Services ETF,21621833.46
2458,Boston Partners Global Long/Short Fund,75702722.88
2459,SPDR(R) S&P Regional Banking(SM) ETF,293952492.54
2460,High Income Fund,58997476.02
2461,PIMCO Inflation Protected Bond Portfolio,956809297.62
2462,Franklin Income VIP Fund,10297197.27
2463,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,18656909.1
2464,JNL/DoubleLine Core Fixed Income Fund,62635438.42
2465,TIAA-CREF Emerging Markets Equity Fund,26970492
2466,PIMCO StocksPLUS Short Fund,46207810.04
2467,T. Rowe Price International Discovery Fund,206340182.13
2468,EQ/International Managed Volatility Portfolio,51724033.03
2469,VIP Strategic Income Portfolio,69963383.39
2470,Capital World Growth & Income Fund,16047028.66
2471,RiverNorth/DoubleLine Strategic Income Fund,14315568.3
2472,VANGUARD EXTENDED MARKET INDEX FUND,1945154521.38
2473,Transamerica Multi-Asset Income,85533180.81
2474,Franklin Growth Opportunities Fund,27148422.06
2475,PIMCO Mortgage and Short-Term Investments Portfolio,6384181532.35
2476,EQ/International Core Managed Volatility Portfolio,64394821.76
2477,LMP Capital & Income Fund Inc.,61548914.15
2478,ProShares Short High Yield,18817417.97
2479,Invesco Rochester AMT-Free New York Municipal Fund,50359769.03
2480,Invesco High Yield Equity Dividend AchieversTM ETF,148239527.86
2481,Invesco Russell 2000 Dynamic Multifactor ETF,46614882.75
2482,VANGUARD DEVELOPED MARKETS INDEX FUND,115531834.21
2483,BlackRock Municipal 2030 Target Term Trust,828131258.58
2484,Small Cap Value Fund,20269176.78
2485,iShares MSCI EAFE International Index Fund,375153866.23
2486,Direxion Daily S&P 500 High Beta Bear 3X Shares,18221358.1
2487,LVIP SSGA Bond Index Fund,33775745.05
2488,Vident Core U.S. Bond Strategy ETF,34912815.16
2489,Lord Abbett Growth Leaders Fund,41460646.43
2490,BlackRock Multi-Sector Income Trust,343972991.04
2491,American Funds Mortgage Fund,87236761.28
2492,ABSOLUTE CONVERTIBLE ARBITRAGE FUND,389522796.3
2493,Fidelity Advisor Technology Fund,21494335.37
2494,AB All Market Total Return Portfolio,10154560.6
2495,Capital Appreciation Value Fund,16312886.51
2496,Calamos Long/Short Equity & Dynamic Income Trust,172722386.62
2497,Undiscovered Managers Behavioral Value Fund,127433426.42
2498,BlackRock Credit Allocation Income Trust,751458134.52
2499,Sustainable Equity Portfolio,21332372.82
2500,iShares BB Rated Corporate Bond ETF,88007451.06
2501,SPDR S&P North American Natural Resources ETF,57704590.46
2502,T. Rowe Price Emerging Markets Stock Fund,10348679.08
2503,International Growth Fund,10964654.84
2504,ProShares UltraShort Oil & Gas,46652486.75
2505,Transamerica BlackRock iShares Active Asset Allocation - Moderate VP,238425995.88
2506,Parnassus Value Equity Fund,40525650.38
2507,VOYA INTERNATIONAL INDEX PORTFOLIO,127225658.57
2508,SPDR(R) Portfolio S&P 500 ETF,169946515.13
2509,Fidelity SAI High Income Fund,11104845.48
2510,Clough Global Dividend and Income Fund,61315448.51
2511,Nuveen High Yield Income Fund,36929089
2512,Credit Suisse Managed Futures Strategy Fund,10397611.86
2513,Invesco EQV Emerging Markets All Cap Fund,10523804.73
2514,Transamerica Multi-Managed Balanced,111337860.11
2515,"BlackRock Corporate High Yield Fund, Inc.",545221441.25
2516,TIAA-CREF Short-Term Bond Fund,227144904
2517,JPMorgan Emerging Markets Research Enhanced Equity Fund,12331521.8
2518,iShares S&P Small-Cap 600 Growth ETF,329610650.27
2519,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,150948596.61
2520,International Value Fund,15657477.66
2521,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,810447656.24
2522,U.S. Global Jets ETF,194670473.17
2523,JNL/PIMCO Investment Grade Credit Bond Fund,79097643.51
2524,Goldman Sachs Small/Mid Cap Growth Fund,12485375.44
2525,iShares MSCI USA ESG Select ETF,24543515.53
2526,Six Circles Ultra Short Duration Fund,22180959.17
2527,SPDR(R) S&P(R) Metals & Mining ETF,173044958
2528,AB All Market Real Return Portfolio,13769092.68
2529,MidCap Growth Fund,11565741.45
2530,Victory Global Managed Volatility Fund,11152295.76
2531,ProShares Ultra Semiconductors,305945860.97
2532,SPDR FactSet Innovative Technology ETF,10042565.08
2533,Eaton Vance Income Fund of Boston,68666429.88
2534,INTERNATIONAL EQUITY FUND,23210746.4
2535,InfraCap Equity Income Fund ETF,13757246.9
2536,Emerging Markets Growth Fund Inc,14769242.52
2537,SPDR(R) Dow Jones Global Real Estate ETF,13603637.71
2538,Eaton Vance Municipal Opportunities Fund,37185613.99
2539,Invesco Summit Fund,95607539.39
2540,Campbell Systematic Macro Fund,116650078.61
2541,Federated Hermes Total Return Bond Fund,194621035.15
2542,StepStone Private Venture and Growth Fund,32049425.87
